DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,,"EMA(5,0)","SMA(8,0)","LWMA(5,0)",,SMA8 on Close,SMA8 on Open,EMA5 on Close,EMA5 on Open,
2009.05.27,17:25,94.97,94.99,94.92,94.94,103.00,,,,,,,,,,
2009.05.27,17:30,94.94,94.99,94.93,94.99,100.00,,,,,,,,,,
2009.05.27,17:35,94.99,95.04,94.99,95.01,83.00,,,,,,,,,,
2009.05.27,17:40,95.00,95.01,94.95,94.96,76.00,,,,,,,,,,
2009.05.27,17:45,94.96,95.00,94.95,94.95,84.00,,,,,,,,,,
2009.05.27,17:50,94.95,95.03,94.95,94.99,72.00,,,,,,,,,,
2009.05.27,17:55,95.00,95.03,94.97,94.98,121.00,,,,,,,,,,
2009.05.27,18:00,94.97,95.03,94.96,94.96,188.00,,,,,,,,,,
2009.05.27,18:05,94.96,95.03,94.94,95.03,81.00,,,,,,,,,,
2009.05.27,18:10,95.03,95.06,95.01,95.05,72.00,,,,,,,,,,
2009.05.27,18:15,95.06,95.14,95.05,95.12,122.00,,,,,,,,,,
2009.05.27,18:20,95.12,95.15,95.10,95.15,122.00,,,,,,,,,,
2009.05.27,18:25,95.15,95.15,95.12,95.14,47.00,,,,,,,,,,
2009.05.27,18:30,95.14,95.15,95.12,95.13,64.00,,,,,,,,,,
2009.05.27,18:35,95.14,95.16,95.09,95.14,144.00,,,,,,,,,,
2009.05.27,18:40,95.14,95.18,95.14,95.18,33.00
2009.05.27,18:45,95.18,95.19,95.16,95.18,106.00
2009.05.27,18:50,95.18,95.31,95.16,95.29,250.00
2009.05.27,18:55,95.28,95.30,95.23,95.25,191.00
2009.05.27,19:00,95.26,95.26,95.15,95.15,129.00
2009.05.27,19:05,95.16,95.26,95.15,95.22,181.00
2009.05.27,19:10,95.22,95.23,95.16,95.19,141.00
2009.05.27,19:15,95.18,95.24,95.18,95.24,107.00
2009.05.27,19:20,95.24,95.26,95.16,95.18,146.00
2009.05.27,19:25,95.18,95.20,95.16,95.19,113.00
2009.05.27,19:30,95.19,95.19,95.17,95.18,70.00
2009.05.27,19:35,95.18,95.21,95.18,95.21,35.00
2009.05.27,19:40,95.21,95.25,95.20,95.24,53.00
2009.05.27,19:45,95.23,95.24,95.19,95.24,43.00
2009.05.27,19:50,95.23,95.23,95.19,95.20,61.00
2009.05.27,19:55,95.20,95.20,95.14,95.18,206.00
2009.05.27,20:00,95.18,95.19,95.17,95.18,66.00
2009.05.27,20:05,95.18,95.20,95.18,95.18,31.00
2009.05.27,20:10,95.18,95.21,95.16,95.21,43.00
2009.05.27,20:15,95.21,95.24,95.20,95.23,61.00
2009.05.27,20:20,95.23,95.23,95.17,95.19,127.00
2009.05.27,20:25,95.19,95.21,95.15,95.18,226.00
2009.05.27,20:30,95.20,95.20,95.17,95.18,93.00
2009.05.27,20:35,95.18,95.20,95.16,95.17,90.00
2009.05.27,20:40,95.18,95.18,95.15,95.18,101.00
2009.05.27,20:45,95.19,95.21,95.17,95.19,64.00
2009.05.27,20:50,95.18,95.19,95.18,95.18,23.00
2009.05.27,20:55,95.18,95.23,95.18,95.20,78.00
2009.05.27,21:00,95.19,95.21,95.18,95.20,88.00
2009.05.27,21:05,95.20,95.22,95.18,95.18,26.00
2009.05.27,21:10,95.18,95.20,95.18,95.19,32.00
2009.05.27,21:15,95.19,95.19,95.18,95.19,37.00
2009.05.27,21:20,95.19,95.21,95.18,95.21,18.00
2009.05.27,21:25,95.22,95.26,95.19,95.24,103.00
2009.05.27,21:30,95.24,95.25,95.22,95.23,82.00
2009.05.27,21:35,95.24,95.25,95.23,95.24,52.00
2009.05.27,21:40,95.25,95.28,95.24,95.26,47.00
2009.05.27,21:45,95.26,95.27,95.26,95.27,13.00
2009.05.27,21:50,95.27,95.28,95.25,95.27,50.00
2009.05.27,21:55,95.27,95.32,95.24,95.31,159.00
2009.05.27,22:00,95.32,95.36,95.24,95.27,164.00
2009.05.27,22:05,95.26,95.27,95.23,95.26,142.00
2009.05.27,22:10,95.26,95.30,95.24,95.28,129.00
2009.05.27,22:15,95.28,95.32,95.28,95.31,50.00
2009.05.27,22:20,95.33,95.35,95.27,95.29,86.00
2009.05.27,22:25,95.30,95.30,95.25,95.27,19.00
2009.05.27,22:30,95.28,95.30,95.22,95.22,61.00
2009.05.27,22:35,95.22,95.24,95.22,95.24,26.00
2009.05.27,22:40,95.25,95.29,95.22,95.26,38.00
2009.05.27,22:45,95.26,95.30,95.26,95.30,53.00
2009.05.27,22:50,95.30,95.31,95.27,95.28,38.00
2009.05.27,22:55,95.28,95.31,95.21,95.29,74.00
2009.05.27,23:00,95.30,95.32,95.26,95.29,51.00
2009.05.27,23:05,95.29,95.34,95.29,95.32,48.00
2009.05.27,23:10,95.32,95.38,95.32,95.35,83.00
2009.05.27,23:15,95.35,95.36,95.33,95.33,41.00
2009.05.27,23:20,95.34,95.36,95.34,95.35,24.00
2009.05.27,23:25,95.35,95.37,95.34,95.37,55.00
2009.05.27,23:30,95.36,95.37,95.33,95.33,45.00
2009.05.27,23:35,95.34,95.34,95.31,95.32,28.00
2009.05.27,23:40,95.32,95.39,95.30,95.38,61.00
2009.05.27,23:45,95.39,95.43,95.38,95.42,106.00
2009.05.27,23:50,95.42,95.42,95.39,95.41,52.00
2009.05.27,23:55,95.40,95.41,95.37,95.38,63.00
2009.05.28,00:00,95.37,95.40,95.37,95.39,52.00
2009.05.28,00:05,95.39,95.41,95.38,95.40,30.00
2009.05.28,00:10,95.39,95.40,95.39,95.39,16.00
2009.05.28,00:15,95.40,95.44,95.39,95.40,78.00
2009.05.28,00:20,95.41,95.44,95.41,95.41,58.00
2009.05.28,00:25,95.43,95.44,95.42,95.42,26.00
2009.05.28,00:30,95.43,95.45,95.41,95.44,96.00
2009.05.28,00:35,95.44,95.49,95.42,95.46,107.00
2009.05.28,00:40,95.47,95.56,95.45,95.55,164.00
2009.05.28,00:45,95.56,95.62,95.55,95.62,244.00
2009.05.28,00:50,95.61,95.71,95.59,95.62,227.00
2009.05.28,00:55,95.61,95.62,95.57,95.57,118.00
2009.05.28,01:00,95.57,95.58,95.52,95.54,161.00
2009.05.28,01:05,95.55,95.57,95.51,95.52,126.00
